country,year,sex,age,cases_no,population,gdp_for_year_usd
Argentina,2008,female,35-54 years,173.0,4660022,361558037110
Argentina,2008,female,55-74 years,18.0,3088727,361558037110
Argentina,2008,female,75+ years,36.0,1188016,361558037110
Argentina,2008,female,25-34 years,94.0,3159967,361558037110
Argentina,2008,male,5-14 years,39.0,3539110,361558037110
Argentina,2008,female,5-14 years,2.0,3422263,361558037110
Argentina,2009,male,75+ years,177.0,653486,332976484578
Argentina,2009,male,15-24 years,69.0,3436265,332976484578
Argentina,2009,male,55-74 years,434.0,2683502,332976484578
Argentina,2009,male,25-34 years,54.0,3210244,332976484578
Argentina,2009,male,35-54 years,542.0,4566645,332976484578
Argentina,2009,female,15-24 years,164.0,3342385,332976484578
Argentina,2009,female,55-74 years,112.0,3148915,332976484578
Argentina,2009,female,25-34 years,15.0,3189773,332976484578
Argentina,2009,female,35-54 years,15.0,4726814,332976484578
Argentina,2009,female,75+ years,25.0,1211934,332976484578
Argentina,2009,male,5-14 years,34.0,3553154,332976484578
Argentina,2009,female,5-14 years,28.0,3434884,332976484578
Argentina,2010,male,75+ years,26.0,657096,423627422092
Argentina,2010,male,15-24 years,683.0,3455127,423627422092
Argentina,2010,male,25-34 years,485.0,3237957,423627422092
Argentina,2010,male,55-74 years,397.0,2740656,423627422092
Argentina,2010,male,35-54 years,573.0,4648068,423627422092
Argentina,2010,female,15-24 years,15.0,3358103,423627422092
Argentina,2010,female,35-54 years,162.0,4804030,423627422092
Argentina,2010,female,25-34 years,11.0,3210247,423627422092
Argentina,2010,female,55-74 years,99.0,3212253,423627422092
Argentina,2010,female,75+ years,34.0,1234182,423627422092
Argentina,2010,male,5-14 years,33.0,3570316,423627422092
Argentina,2010,female,5-14 years,2.0,3450419,423627422092
Argentina,2011,male,75+ years,178.0,674738,530163281575
Argentina,2011,male,15-24 years,693.0,3471151,530163281575
Argentina,2011,male,25-34 years,51.0,3258804,530163281575
Argentina,2011,male,55-74 years,416.0,2788575,530163281575
Argentina,2011,male,35-54 years,54.0,4738525,530163281575
Argentina,2011,female,15-24 years,172.0,3372659,530163281575
Argentina,2011,female,35-54 years,157.0,4893085,530163281575
Argentina,2011,female,25-34 years,12.0,3224774,530163281575
Argentina,2011,female,55-74 years,93.0,3268753,530163281575
Argentina,2011,female,75+ years,3.0,1260121,530163281575
Argentina,2011,female,5-14 years,29.0,3472180,530163281575
Argentina,2011,male,5-14 years,28.0,3592374,530163281575
Argentina,2012,male,75+ years,225.0,688560,545982375701
Argentina,2012,male,15-24 years,745.0,3480902,545982375701
Argentina,2012,male,25-34 years,616.0,3268154,545982375701
Argentina,2012,male,55-74 years,451.0,2839783,545982375701
Argentina,2012,male,35-54 years,554.0,4841057,545982375701
Argentina,2012,female,15-24 years,24.0,3380770,545982375701
Argentina,2012,female,35-54 years,164.0,4993138,545982375701
Argentina,2012,female,55-74 years,18.0,3328463,545982375701
Argentina,2012,female,25-34 years,12.0,3228400,545982375701
Argentina,2012,female,75+ years,33.0,1282726,545982375701
Argentina,2012,male,5-14 years,29.0,3615254,545982375701
Argentina,2012,female,5-14 years,17.0,3494571,545982375701
Argentina,2013,male,75+ years,168.0,699046,552025140252
Argentina,2013,male,15-24 years,696.0,3486661,552025140252
Argentina,2013,male,25-34 years,499.0,3271373,552025140252
Argentina,2013,male,55-74 years,398.0,2894129,552025140252
Argentina,2013,male,35-54 years,64.0,4950850,552025140252
Argentina,2013,female,15-24 years,167.0,3384642,552025140252
Argentina,2013,female,25-34 years,12.0,3226464,552025140252
Argentina,2013,female,35-54 years,157.0,5099167,552025140252
Argentina,2013,female,55-74 years,12.0,3390673,552025140252
Argentina,2013,female,75+ years,29.0,1303352,552025140252
Argentina,2013,female,5-14 years,32.0,3515742,552025140252
Argentina,2013,male,5-14 years,33.0,3637026,552025140252
Argentina,2014,male,75+ years,192.0,706897,526319673732
Argentina,2014,male,15-24 years,738.0,3492454,526319673732
Argentina,2014,male,25-34 years,531.0,3276955,526319673732
Argentina,2014,male,55-74 years,45.0,2951616,526319673732
Argentina,2014,male,35-54 years,644.0,5060862,526319673732
Argentina,2014,female,15-24 years,24.0,3388324,526319673732
Argentina,2014,female,35-54 years,196.0,5203634,526319673732
Argentina,2014,female,25-34 years,118.0,3227239,526319673732
Argentina,2014,female,55-74 years,19.0,3454994,526319673732
Argentina,2014,female,75+ years,25.0,1323654,526319673732
Argentina,2014,female,5-14 years,35.0,3533961,526319673732
Argentina,2014,male,5-14 years,34.0,3655965,526319673732
Argentina,2015,male,75+ years,245.0,712691,594749285413
Argentina,2015,male,15-24 years,656.0,3500580,594749285413
Argentina,2015,male,55-74 years,431.0,3011963,594749285413
Argentina,2015,male,25-34 years,465.0,3289927,594749285413
Argentina,2015,male,35-54 years,633.0,5166179,594749285413
Argentina,2015,female,15-24 years,153.0,3394201,594749285413
Argentina,2015,female,55-74 years,125.0,3520779,594749285413
Argentina,2015,female,25-34 years,114.0,3235582,594749285413
Argentina,2015,female,35-54 years,166.0,5301368,594749285413
Argentina,2015,female,75+ years,27.0,1344980,594749285413
Argentina,2015,male,5-14 years,39.0,3672155,594749285413
Argentina,2015,female,5-14 years,19.0,3549219,594749285413
Armenia,1990,male,35-54 years,25.0,332700,2256838858
Armenia,1990,male,75+ years,2.0,26900,2256838858
Armenia,1990,male,55-74 years,11.0,183800,2256838858
Armenia,1990,male,25-34 years,16.0,307100,2256838858
Armenia,1990,female,35-54 years,15.0,358000,2256838858
Armenia,1990,male,15-24 years,1.0,272500,2256838858
Armenia,1990,female,55-74 years,6.0,224100,2256838858
Armenia,1990,female,75+ years,1.0,48900,2256838858
Armenia,1990,female,25-34 years,4.0,320700,2256838858
Armenia,1990,female,15-24 years,3.0,258500,2256838858
Armenia,1991,male,75+ years,5.0,28800,2068526522
Armenia,1991,male,25-34 years,2.0,313800,2068526522
Armenia,1991,female,55-74 years,11.0,247900,2068526522
Armenia,1991,male,55-74 years,9.0,203100,2068526522
Armenia,1991,male,35-54 years,14.0,348500,2068526522
Armenia,1991,female,75+ years,2.0,52900,2068526522
Armenia,1991,female,35-54 years,9.0,396300,2068526522
Armenia,1991,male,15-24 years,6.0,295300,2068526522
Armenia,1991,female,25-34 years,4.0,342100,2068526522
Armenia,1992,male,75+ years,3.0,28200,1272577456
Armenia,1992,male,55-74 years,15.0,215100,1272577456
Armenia,1992,male,35-54 years,22.0,360400,1272577456
Armenia,1992,male,25-34 years,15.0,312600,1272577456
Armenia,1992,female,55-74 years,1.0,263400,1272577456
Armenia,1992,female,75+ years,2.0,53400,1272577456
Armenia,1992,male,15-24 years,9.0,300300,1272577456
Armenia,1992,female,35-54 years,6.0,410800,1272577456
Armenia,1992,female,15-24 years,1.0,290100,1272577456
Armenia,1993,female,75+ years,6.0,53100,1201313201
Armenia,1993,male,55-74 years,2.0,226400,1201313201
Armenia,1993,male,75+ years,2.0,28400,1201313201
Armenia,1993,male,35-54 years,25.0,371900,1201313201
Armenia,1993,male,25-34 years,17.0,305600,1201313201
Armenia,1993,female,55-74 years,14.0,276100,1201313201
Armenia,1993,male,15-24 years,7.0,304800,1201313201
Armenia,1993,female,25-34 years,6.0,335900,1201313201
Armenia,1993,female,35-54 years,6.0,424000,1201313201
Armenia,1993,female,15-24 years,3.0,293900,1201313201
Armenia,1994,male,75+ years,7.0,28200,1315158670
Armenia,1994,female,75+ years,5.0,51700,1315158670
Armenia,1994,male,55-74 years,2.0,235500,1315158670
Armenia,1994,male,35-54 years,31.0,382500,1315158670
Armenia,1994,female,55-74 years,18.0,286000,1315158670
Armenia,1994,male,25-34 years,1.0,297000,1315158670
Armenia,1994,male,15-24 years,6.0,308300,1315158670
Armenia,1994,female,35-54 years,7.0,437100,1315158670
Armenia,1994,female,15-24 years,4.0,297600,1315158670
Armenia,1994,male,5-14 years,2.0,385400,1315158670
Armenia,1994,female,25-34 years,1.0,326200,1315158670
Armenia,1994,female,5-14 years,1.0,367000,1315158670
Armenia,1995,male,55-74 years,29.0,242300,1468317350
Armenia,1995,male,35-54 years,32.0,395200,1468317350
Armenia,1995,male,25-34 years,21.0,289500,1468317350
Armenia,1995,male,75+ years,2.0,28000,1468317350
Armenia,1995,female,75+ years,2.0,51400,1468317350
Armenia,1995,female,55-74 years,11.0,295200,1468317350
Armenia,1995,female,25-34 years,11.0,313300,1468317350
Armenia,1995,male,15-24 years,1.0,313600,1468317350
Armenia,1995,female,35-54 years,8.0,453600,1468317350
Armenia,1995,female,15-24 years,3.0,303200,1468317350
Armenia,1995,male,5-14 years,1.0,388200,1468317350
Armenia,1996,male,75+ years,3.0,27900,1596968913
Armenia,1996,male,55-74 years,18.0,246200,1596968913
Armenia,1996,male,35-54 years,24.0,409800,1596968913
Armenia,1996,male,25-34 years,13.0,284300,1596968913
Armenia,1996,female,55-74 years,12.0,301900,1596968913
Armenia,1996,female,35-54 years,7.0,471200,1596968913
Armenia,1996,male,15-24 years,4.0,320000,1596968913
Armenia,1996,female,25-34 years,3.0,301500,1596968913
Armenia,1996,female,15-24 years,1.0,310200,1596968913
Armenia,1996,female,5-14 years,1.0,371900,1596968913
Armenia,1996,male,5-14 years,1.0,390300,1596968913
Armenia,1997,male,55-74 years,21.0,246200,1639492424
Armenia,1997,male,35-54 years,26.0,426000,1639492424
Armenia,1997,female,75+ years,3.0,51400,1639492424
Armenia,1997,male,75+ years,1.0,28500,1639492424
Armenia,1997,male,25-34 years,9.0,282000,1639492424
Armenia,1997,female,55-74 years,8.0,304400,1639492424
Armenia,1997,male,15-24 years,4.0,327300,1639492424
Armenia,1997,female,35-54 years,3.0,489900,1639492424
Armenia,1997,female,25-34 years,1.0,294200,1639492424
Armenia,1997,male,5-14 years,1.0,389500,1639492424
Armenia,1998,male,75+ years,2.0,29600,1893726437
Armenia,1998,male,55-74 years,16.0,243300,1893726437
Armenia,1998,male,35-54 years,2.0,445000,1893726437
Armenia,1998,male,25-34 years,6.0,280200,1893726437
Armenia,1998,female,55-74 years,6.0,302000,1893726437
Armenia,1998,female,75+ years,1.0,53100,1893726437
Armenia,1998,female,35-54 years,9.0,509800,1893726437
Armenia,1998,male,15-24 years,4.0,335100,1893726437
Armenia,1998,female,25-34 years,1.0,289300,1893726437
Armenia,1998,female,5-14 years,1.0,364600,1893726437
Armenia,1999,male,55-74 years,15.0,238100,1845482181
Armenia,1999,female,75+ years,3.0,56800,1845482181
Armenia,1999,male,35-54 years,22.0,464300,1845482181
Armenia,1999,female,55-74 years,9.0,296800,1845482181
Armenia,1999,male,25-34 years,6.0,279800,1845482181
Armenia,1999,male,15-24 years,6.0,344000,1845482181
Armenia,1999,female,35-54 years,4.0,530700,1845482181
Armenia,1999,female,25-34 years,2.0,284300,1845482181
Armenia,2000,male,75+ years,4.0,37600,1911563665
Armenia,2000,female,75+ years,5.0,66500,1911563665
Armenia,2000,male,55-74 years,14.0,234300,1911563665
Armenia,2000,male,35-54 years,18.0,481100,1911563665
Armenia,2000,male,25-34 years,5.0,283300,1911563665
Armenia,2000,male,15-24 years,6.0,358000,1911563665
Armenia,2000,female,25-34 years,4.0,280400,1911563665
Armenia,2000,female,55-74 years,4.0,292700,1911563665
Armenia,2000,female,35-54 years,1.0,555300,1911563665
Armenia,2001,male,55-74 years,17.0,227605,2118467913
Armenia,2001,male,75+ years,3.0,40190,2118467913
Armenia,2001,female,75+ years,4.0,66283,2118467913
Armenia,2001,male,35-54 years,19.0,493922,2118467913
Armenia,2001,female,55-74 years,4.0,289601,2118467913
Armenia,2001,male,15-24 years,4.0,361248,2118467913
Armenia,2001,male,5-14 years,3.0,337767,2118467913
Armenia,2001,male,25-34 years,2.0,284346,2118467913
Armenia,2001,female,35-54 years,3.0,563626,2118467913
Armenia,2001,female,25-34 years,1.0,279953,2118467913
Armenia,2002,male,75+ years,3.0,29067,2376335048
Armenia,2002,male,55-74 years,19.0,196525,2376335048
Armenia,2002,male,25-34 years,12.0,206403,2376335048
Armenia,2002,male,35-54 years,22.0,418464,2376335048
Armenia,2002,female,75+ years,1.0,58553,2376335048
Armenia,2002,male,15-24 years,5.0,293350,2376335048
Armenia,2002,female,35-54 years,6.0,469992,2376335048
Armenia,2002,female,55-74 years,3.0,251856,2376335048
Armenia,2002,female,25-34 years,1.0,222943,2376335048
Armenia,2002,male,5-14 years,1.0,294209,2376335048
Armenia,2002,female,15-24 years,1.0,294739,2376335048
Armenia,2003,male,75+ years,3.0,32495,2807061009
Armenia,2003,male,55-74 years,14.0,194165,2807061009
Armenia,2003,male,35-54 years,21.0,423001,2807061009
Armenia,2003,female,75+ years,3.0,62935,2807061009
Armenia,2003,male,25-34 years,1.0,210715,2807061009
Armenia,2003,female,55-74 years,3.0,249909,2807061009
Armenia,2003,female,35-54 years,3.0,473959,2807061009
Armenia,2003,male,5-14 years,1.0,283952,2807061009
Armenia,2003,male,15-24 years,1.0,300902,2807061009
Armenia,2006,male,75+ years,6.0,48123,6384451606
Armenia,2006,male,55-74 years,21.0,184526,6384451606
Armenia,2006,male,35-54 years,17.0,367346,6384451606
Armenia,2006,male,15-24 years,1.0,276127,6384451606
Armenia,2006,female,55-74 years,8.0,238745,6384451606
Armenia,2006,male,25-34 years,6.0,188382,6384451606
Armenia,2006,female,75+ years,2.0,78684,6384451606
Armenia,2006,female,35-54 years,5.0,450477,6384451606
Armenia,2006,female,25-34 years,2.0,215884,6384451606
Armenia,2006,male,5-14 years,1.0,221941,6384451606
Armenia,2007,male,75+ years,7.0,49296,9206301700
Armenia,2007,male,55-74 years,13.0,185290,9206301700
Armenia,2007,male,35-54 years,19.0,362189,9206301700
Armenia,2007,female,55-74 years,8.0,240998,9206301700
Armenia,2007,male,15-24 years,7.0,272188,9206301700
Armenia,2007,male,25-34 years,4.0,191561,9206301700
Armenia,2007,female,35-54 years,8.0,444817,9206301700
Armenia,2007,female,75+ years,1.0,79210,9206301700
Armenia,2007,female,15-24 years,3.0,288510,9206301700
Armenia,2007,male,5-14 years,1.0,210620,9206301700
Armenia,2008,male,75+ years,7.0,46886,11662040714
Armenia,2008,male,55-74 years,18.0,198978,11662040714
Armenia,2008,male,35-54 years,11.0,429649,11662040714
Armenia,2008,female,35-54 years,1.0,477501,11662040714
Armenia,2008,female,55-74 years,5.0,260264,11662040714
Armenia,2008,male,25-34 years,4.0,250190,11662040714
Armenia,2008,male,15-24 years,3.0,317794,11662040714
Armenia,2008,female,25-34 years,2.0,254728,11662040714
Armenia,2008,female,5-14 years,1.0,198065,11662040714
Armenia,2008,male,5-14 years,1.0,220896,11662040714
Armenia,2008,female,15-24 years,1.0,309009,11662040714
Armenia,2009,male,75+ years,8.0,50759,8647936748
Armenia,2009,male,55-74 years,11.0,189632,8647936748
Armenia,2009,male,35-54 years,17.0,351694,8647936748
Armenia,2009,male,15-24 years,5.0,259772,8647936748
Armenia,2009,female,75+ years,1.0,79728,8647936748
Armenia,2009,female,55-74 years,3.0,248767,8647936748
Armenia,2009,male,25-34 years,2.0,198646,8647936748
Armenia,2009,female,25-34 years,2.0,230582,8647936748
Armenia,2009,female,35-54 years,3.0,433390,8647936748
Armenia,2009,female,15-24 years,1.0,278535,8647936748
Armenia,2010,male,75+ years,6.0,52333,9260284938
Armenia,2010,male,55-74 years,13.0,193100,9260284938
Armenia,2010,male,25-34 years,1.0,202936,9260284938
Armenia,2010,male,35-54 years,15.0,346739,9260284938
Armenia,2010,male,15-24 years,8.0,252152,9260284938
Armenia,2010,female,55-74 years,7.0,253182,9260284938
Armenia,2010,female,75+ years,2.0,81770,9260284938
Armenia,2010,female,5-14 years,2.0,167142,9260284938
Armenia,2010,female,35-54 years,5.0,427571,9260284938
Armenia,2010,male,5-14 years,2.0,191722,9260284938
Armenia,2010,female,15-24 years,2.0,270727,9260284938
Armenia,2010,female,25-34 years,1.0,236851,9260284938
Armenia,2011,female,75+ years,6.0,86643,10142111334
Armenia,2011,male,35-54 years,23.0,341199,10142111334
Armenia,2011,male,55-74 years,11.0,194982,10142111334
Armenia,2011,male,25-34 years,8.0,209914,10142111334
Armenia,2011,male,75+ years,2.0,55565,10142111334
Armenia,2011,male,15-24 years,7.0,245227,10142111334
Armenia,2011,female,15-24 years,4.0,259823,10142111334
Armenia,2011,female,55-74 years,3.0,256541,10142111334
Armenia,2011,female,35-54 years,3.0,422179,10142111334
Armenia,2012,male,75+ years,5.0,56598,10619320049
Armenia,2012,male,35-54 years,26.0,376743,10619320049
Armenia,2012,male,55-74 years,11.0,212482,10619320049
Armenia,2012,male,25-34 years,11.0,245443,10619320049
Armenia,2012,female,75+ years,3.0,91237,10619320049
Armenia,2012,male,15-24 years,5.0,255119,10619320049
Armenia,2012,female,35-54 years,7.0,428953,10619320049
Armenia,2012,female,25-34 years,4.0,259768,10619320049
Armenia,2012,female,55-74 years,4.0,273394,10619320049
Armenia,2012,female,15-24 years,2.0,255088,10619320049
Armenia,2012,male,5-14 years,1.0,192409,10619320049
Armenia,2013,male,75+ years,7.0,58640,11121465767
Armenia,2013,female,75+ years,6.0,95093,11121465767
Armenia,2013,male,55-74 years,11.0,218063,11121465767
Armenia,2013,female,55-74 years,11.0,280566,11121465767
Armenia,2013,male,25-34 years,9.0,250487,11121465767
Armenia,2013,male,35-54 years,13.0,370440,11121465767
Armenia,2013,female,35-54 years,6.0,423841,11121465767
Armenia,2013,male,15-24 years,2.0,243687,11121465767
Armenia,2013,male,5-14 years,1.0,193754,11121465767
